ClientID,VisitDate,VisitDuration
14,2024-02-14,90
14,2024-04-24,83
14,2024-01-19,92
14,2024-02-24,108
14,2024-04-19,36
14,2024-04-09,105
14,2024-02-14,78
15,2024-03-25,44
15,2024-01-31,55
15,2024-02-27,37
15,2024-03-01,116
15,2024-01-24,71
15,2024-01-20,73
15,2024-02-06,43
15,2024-01-04,107
15,2024-04-01,31
15,2024-04-17,66
15,2024-01-20,98
15,2024-02-29,67
15,2024-01-24,70
15,2024-02-19,91
15,2024-02-18,89
15,2024-02-20,43
15,2024-04-05,118
15,2024-04-14,113
15,2024-02-05,31
15,2024-04-26,99
15,2024-04-07,46
15,2024-04-09,118
15,2024-03-06,57
15,2024-03-19,95
15,2024-02-03,64
15,2024-02-05,34
15,2024-01-06,94
15,2024-02-08,69
15,2024-02-11,105
15,2024-04-24,85
15,2024-04-24,65
15,2024-02-27,74
15,2024-04-27,52
15,2024-01-12,76
15,2024-01-03,60
15,2024-04-18,40
15,2024-01-18,39
15,2024-02-09,96
15,2024-01-21,43
16,2024-03-14,78
16,2024-04-02,73
16,2024-01-10,85
16,2024-03-16,57
16,2024-04-03,108
16,2024-04-14,35
16,2024-01-01,90
16,2024-01-05,49
16,2024-01-20,107
16,2024-01-08,31
16,2024-02-12,102
16,2024-03-16,66
16,2024-01-01,49
16,2024-02-26,55
16,2024-03-04,58
16,2024-04-27,30
16,2024-03-24,64
16,2024-01-28,99
16,2024-04-30,88
16,2024-04-16,98
16,2024-02-06,62
16,2024-02-16,80
16,2024-04-10,107
16,2024-03-16,41
16,2024-02-06,49
17,2024-04-23,37
17,2024-03-28,58
17,2024-02-12,34
17,2024-04-07,115
17,2024-03-29,76
17,2024-02-19,63
17,2024-01-29,94
17,2024-02-26,84
17,2024-02-08,119
17,2024-04-04,72
17,2024-02-25,103
17,2024-04-20,59
17,2024-02-12,111
17,2024-02-19,46
17,2024-01-23,55
17,2024-02-13,37
17,2024-02-07,76
17,2024-03-24,105
17,2024-01-23,101
17,2024-02-14,118
17,2024-02-21,75
17,2024-03-20,97
17,2024-02-19,62
17,2024-04-15,30
17,2024-04-28,48
17,2024-01-08,60
17,2024-04-23,109
17,2024-03-25,43
17,2024-01-01,82
17,2024-04-28,77
18,2024-04-14,42
18,2024-03-30,102
18,2024-03-02,106
18,2024-04-01,60
18,2024-03-06,104
18,2024-04-23,97
18,2024-03-04,33
18,2024-03-10,48
18,2024-03-03,99
18,2024-03-13,111
18,2024-02-02,42
18,2024-02-10,52
18,2024-03-29,112
18,2024-02-17,104
19,2024-03-28,50
19,2024-02-23,48
19,2024-03-11,89
19,2024-03-29,118
19,2024-03-25,62
19,2024-01-15,78
19,2024-03-05,64
19,2024-03-16,73
19,2024-03-11,119
19,2024-01-15,40
20,2024-03-12,95
20,2024-04-19,99
20,2024-03-18,57
20,2024-03-14,55
20,2024-03-06,54
20,2024-02-15,41
20,2024-01-09,34
20,2024-01-03,77
20,2024-03-25,66
20,2024-01-26,108
20,2024-03-12,73
20,2024-02-17,44
21,2024-02-17,44
21,2024-03-27,97
21,2024-03-10,50
21,2024-02-15,42
21,2024-04-23,115
21,2024-04-17,48
21,2024-02-12,63
21,2024-04-18,107
21,2024-01-21,97
21,2024-01-23,81
21,2024-04-16,56
21,2024-04-28,58
21,2024-03-20,57
21,2024-02-16,64
21,2024-04-26,37
21,2024-01-15,45
21,2024-01-25,65
21,2024-02-05,59
21,2024-03-15,47
21,2024-02-20,31
22,2024-03-17,83
22,2024-01-04,30
22,2024-03-30,73
22,2024-03-29,74
22,2024-04-03,76
22,2024-03-15,42
22,2024-01-07,51
22,2024-04-04,50
22,2024-04-17,115
22,2024-03-14,38
22,2024-02-08,55
22,2024-01-13,38
22,2024-01-31,44
22,2024-03-11,39
22,2024-03-03,117
22,2024-02-25,71
22,2024-04-22,101
22,2024-02-11,53
22,2024-03-01,109
22,2024-02-11,78
22,2024-02-25,55
22,2024-02-05,66
22,2024-03-24,97
22,2024-03-08,79
22,2024-04-27,53
22,2024-01-07,48
23,2024-02-29,78
23,2024-02-08,62
23,2024-03-14,50
23,2024-03-29,110
23,2024-01-18,51
23,2024-01-19,77
23,2024-02-05,66
23,2024-03-14,44
23,2024-04-06,64
23,2024-02-24,100
23,2024-04-23,61
23,2024-03-09,40
23,2024-02-16,39
24,2024-03-18,53
24,2024-03-17,89
24,2024-02-26,75
24,2024-01-25,48
24,2024-01-02,97
24,2024-03-04,119
24,2024-02-04,71
24,2024-01-07,61
24,2024-03-25,68
24,2024-01-18,65
24,2024-03-07,65
24,2024-02-11,32
24,2024-04-27,102
24,2024-02-08,37
24,2024-02-10,99
24,2024-04-22,70
24,2024-03-15,97
24,2024-04-12,42
25,2024-02-29,116
25,2024-01-02,59
25,2024-02-29,37
25,2024-01-05,51
25,2024-02-13,73
25,2024-01-27,87
25,2024-02-01,65
25,2024-01-21,98
25,2024-01-08,106
25,2024-04-11,60
25,2024-03-12,76
25,2024-02-19,84
25,2024-03-07,109
25,2024-04-27,91
25,2024-02-13,59
25,2024-02-27,84
25,2024-01-03,45
25,2024-03-26,41
25,2024-03-10,46
25,2024-01-02,45
25,2024-03-27,41
25,2024-02-13,37
25,2024-01-02,113
25,2024-04-11,32
25,2024-03-21,45
25,2024-02-04,59
26,2024-01-23,45
26,2024-04-01,105
26,2024-04-24,67
26,2024-04-13,43
26,2024-04-27,65
26,2024-01-05,52
26,2024-03-24,95
26,2024-04-13,114
26,2024-04-29,31
26,2024-04-17,102
26,2024-03-05,94
26,2024-04-30,104
26,2024-01-30,96
26,2024-01-21,81
26,2024-03-24,91
26,2024-03-10,52
26,2024-01-22,55
26,2024-03-22,97
26,2024-03-12,111
26,2024-04-12,84
26,2024-02-01,35
26,2024-02-02,64
27,2024-02-12,31
27,2024-01-15,64
27,2024-03-26,111
27,2024-02-29,107
27,2024-04-10,49
27,2024-04-25,111
27,2024-04-15,39
27,2024-01-12,54
27,2024-04-20,95
27,2024-02-18,54
27,2024-02-11,83
27,2024-02-07,62
27,2024-03-22,65
27,2024-02-14,43
27,2024-02-04,94
27,2024-01-30,109
27,2024-03-28,83
27,2024-04-15,81
27,2024-01-30,32
27,2024-03-18,70
27,2024-01-06,35
27,2024-03-07,54
27,2024-03-20,42
27,2024-01-07,37
27,2024-02-21,50
27,2024-01-14,97
27,2024-03-13,54
27,2024-01-15,108
27,2024-01-21,97
27,2024-02-04,74
27,2024-03-06,89
28,2024-02-01,34
28,2024-04-05,112
28,2024-04-01,63
28,2024-01-13,39
28,2024-01-31,118
28,2024-03-18,31
28,2024-01-20,40
28,2024-01-18,79
28,2024-04-02,60
28,2024-02-29,85
28,2024-03-03,108
28,2024-01-06,102
28,2024-02-01,116
28,2024-04-02,112
28,2024-02-12,38
28,2024-01-02,50
28,2024-02-29,102
28,2024-01-23,57
28,2024-03-23,91
28,2024-01-31,36
28,2024-04-24,109
29,2024-04-06,43
29,2024-01-04,100
29,2024-01-04,115
29,2024-04-12,34
29,2024-02-09,84
29,2024-01-17,31
29,2024-04-10,91
29,2024-04-12,50
29,2024-02-21,108
29,2024-04-02,50
29,2024-02-21,39
29,2024-02-05,116
29,2024-02-07,87
29,2024-04-12,68
29,2024-02-19,34
29,2024-03-03,94
29,2024-04-10,42
29,2024-04-25,114
29,2024-03-03,119
29,2024-03-02,114
29,2024-04-08,82
29,2024-01-07,111
29,2024-01-27,74
29,2024-04-01,61
29,2024-03-26,65
30,2024-04-08,93
30,2024-04-22,46
30,2024-02-29,38
30,2024-01-11,70
30,2024-03-03,30
30,2024-01-21,31
30,2024-02-21,89
30,2024-02-24,77
30,2024-04-26,58
30,2024-01-26,39
30,2024-03-08,87
30,2024-02-03,89
30,2024-02-21,50
30,2024-04-21,57
30,2024-03-22,104
30,2024-04-13,63
30,2024-04-08,37
30,2024-04-14,88
30,2024-04-02,115
30,2024-02-21,101
30,2024-01-29,78
30,2024-02-07,108
30,2024-02-11,46
30,2024-01-21,89
30,2024-02-11,116
30,2024-01-13,117
31,2024-03-23,50
31,2024-03-09,87
31,2024-02-01,60
31,2024-02-13,40
31,2024-03-05,81
31,2024-03-27,44
31,2024-04-10,112
31,2024-01-08,36
31,2024-03-17,57
31,2024-03-12,80
31,2024-04-30,87
31,2024-03-27,34
31,2024-02-12,34
31,2024-01-01,37
31,2024-04-18,93
31,2024-02-20,39
31,2024-01-24,67
31,2024-04-08,110
31,2024-01-24,37
31,2024-01-17,54
31,2024-01-05,102
31,2024-01-20,95
32,2024-02-19,45
32,2024-03-07,61
32,2024-02-18,61
32,2024-02-05,40
32,2024-03-08,39
32,2024-03-18,44
32,2024-04-14,46
32,2024-02-10,69
32,2024-03-29,47
32,2024-04-28,84
32,2024-03-02,102
32,2024-04-23,54
32,2024-01-10,88
32,2024-01-21,107
32,2024-02-05,118
32,2024-01-12,51
32,2024-03-31,59
32,2024-04-13,113
32,2024-01-02,114
32,2024-04-27,73
32,2024-01-13,61
32,2024-02-22,80
32,2024-02-01,75
32,2024-04-04,50
33,2024-02-01,37
33,2024-04-03,75
33,2024-04-28,36
33,2024-02-08,52
33,2024-04-22,104
33,2024-01-12,115
33,2024-04-14,51
33,2024-02-16,118
33,2024-01-18,51
33,2024-01-21,58
33,2024-01-13,42
33,2024-01-21,111
34,2024-01-29,73
34,2024-03-25,106
34,2024-03-19,51
34,2024-02-21,72
34,2024-01-27,66
34,2024-02-19,90
34,2024-04-04,85
34,2024-03-19,32
34,2024-04-24,92
34,2024-01-23,48
34,2024-03-28,52
35,2024-01-30,65
35,2024-02-08,115
35,2024-04-17,119
35,2024-04-20,87
35,2024-01-25,83
35,2024-04-10,41
35,2024-04-20,110
35,2024-01-08,107
35,2024-04-15,43
35,2024-02-27,63
35,2024-01-16,82
35,2024-03-12,49
35,2024-01-01,104
35,2024-04-17,45
35,2024-01-05,99
35,2024-01-03,85
35,2024-03-05,112
35,2024-01-04,87
35,2024-04-13,33
35,2024-04-08,33
35,2024-04-05,49
35,2024-03-04,39
35,2024-04-15,53
35,2024-04-07,55
35,2024-04-16,66
35,2024-03-29,114
35,2024-01-10,83
35,2024-01-21,50
35,2024-02-15,103
35,2024-04-12,67
35,2024-03-31,75
35,2024-01-27,33
35,2024-03-06,89
35,2024-02-10,86
35,2024-04-21,74
35,2024-01-13,49
35,2024-01-09,46
35,2024-04-25,100
36,2024-04-02,59
36,2024-01-14,111
36,2024-01-03,48
36,2024-03-28,60
36,2024-04-10,89
36,2024-03-20,89
36,2024-02-27,48
36,2024-02-24,78
36,2024-04-25,92
36,2024-01-04,112
36,2024-04-29,51
36,2024-01-24,53
36,2024-02-03,105
37,2024-02-27,38
37,2024-04-11,119
37,2024-04-26,45
37,2024-01-31,98
37,2024-04-09,90
37,2024-03-04,39
37,2024-01-19,79
37,2024-02-17,32
37,2024-02-14,106
37,2024-04-09,99
37,2024-04-03,110
37,2024-02-24,80
37,2024-04-22,48
37,2024-02-24,71
37,2024-04-06,64
37,2024-01-18,75
37,2024-03-03,55
37,2024-04-25,98
37,2024-04-22,93
37,2024-04-01,66
37,2024-02-16,113
37,2024-03-15,78
37,2024-02-26,50
37,2024-04-27,103
37,2024-02-14,93
37,2024-02-02,34
37,2024-01-17,99
37,2024-03-10,119
37,2024-01-04,33
37,2024-01-20,68
37,2024-04-21,64
37,2024-02-16,30
37,2024-03-31,53
37,2024-01-15,86
37,2024-03-10,99
37,2024-02-16,70
37,2024-03-18,83
37,2024-03-15,75
37,2024-04-12,89
38,2024-02-29,39
38,2024-02-26,109
38,2024-01-31,45
38,2024-03-24,83
38,2024-01-24,118
38,2024-03-29,106
38,2024-02-05,99
38,2024-03-25,73
38,2024-01-30,102
38,2024-01-24,74
38,2024-04-17,85
38,2024-04-15,113
38,2024-01-30,111
38,2024-03-26,86
38,2024-04-01,50
38,2024-01-07,97
38,2024-02-04,79
38,2024-02-24,62
38,2024-04-01,36
38,2024-01-14,99
38,2024-04-29,44
39,2024-02-01,118
39,2024-04-29,114
39,2024-03-15,41
39,2024-01-20,90
39,2024-03-28,70
39,2024-01-15,62
39,2024-02-17,79
39,2024-03-11,97
39,2024-01-21,100
39,2024-02-11,115
39,2024-01-26,62
39,2024-04-17,110
39,2024-04-29,53
39,2024-01-14,90
39,2024-02-26,90
39,2024-02-06,57
39,2024-02-27,87
39,2024-01-21,72
39,2024-03-22,70
39,2024-03-09,68
39,2024-01-03,115
39,2024-03-27,78
39,2024-03-30,46
39,2024-02-06,99
39,2024-03-28,99
39,2024-02-18,94
39,2024-01-19,103
40,2024-01-05,49
40,2024-01-02,55
40,2024-01-22,97
40,2024-04-21,115
40,2024-02-26,44
40,2024-03-06,114
40,2024-03-14,108
40,2024-04-07,115
40,2024-01-16,43
40,2024-04-21,56
40,2024-02-20,69
40,2024-02-08,87
40,2024-03-26,57
40,2024-03-16,55
40,2024-03-28,92
40,2024-04-20,95
40,2024-02-09,54
40,2024-02-07,32
40,2024-02-29,101
40,2024-02-28,73
40,2024-01-10,71
40,2024-04-08,35
40,2024-03-04,68
40,2024-04-24,81
40,2024-03-03,52
40,2024-02-18,118
40,2024-03-04,79
40,2024-02-01,72
40,2024-01-07,48
40,2024-01-21,98
41,2024-01-11,32
41,2024-04-29,32
41,2024-01-12,56
41,2024-03-14,69
41,2024-01-08,62
41,2024-01-24,30
41,2024-04-01,37
41,2024-02-10,61
41,2024-02-05,77
41,2024-04-10,33
41,2024-03-25,99
41,2024-03-12,48
41,2024-02-24,61
41,2024-01-09,38
41,2024-02-16,41
41,2024-01-15,40
41,2024-02-17,75
41,2024-04-19,45
41,2024-04-13,30
41,2024-03-22,92
41,2024-02-11,50
41,2024-02-29,59
41,2024-03-24,42
41,2024-03-10,63
41,2024-01-12,33
41,2024-01-02,57
41,2024-01-07,88
41,2024-03-20,56
42,2024-01-25,79
42,2024-01-03,35
42,2024-04-06,112
42,2024-03-08,89
42,2024-01-25,73
42,2024-01-20,40
42,2024-02-03,95
42,2024-01-26,76
42,2024-01-05,102
42,2024-04-08,114
42,2024-03-01,117
42,2024-04-01,115
42,2024-04-02,32
42,2024-01-09,105
43,2024-01-30,69
43,2024-03-30,57
43,2024-04-21,76
43,2024-01-21,68
43,2024-01-28,99
43,2024-04-29,102
43,2024-03-30,49
43,2024-03-02,30
43,2024-02-02,101
43,2024-03-25,116
43,2024-02-04,92
43,2024-02-21,96
43,2024-02-03,33
43,2024-02-10,87
43,2024-02-20,54
43,2024-02-16,76
43,2024-03-22,67
43,2024-02-27,44
43,2024-03-15,92
43,2024-02-26,50
43,2024-01-23,86
43,2024-02-17,82
43,2024-01-22,75
43,2024-01-17,43
43,2024-03-09,105
43,2024-04-17,46
43,2024-01-11,68
43,2024-04-03,38
43,2024-01-15,106
43,2024-03-31,108
43,2024-02-04,111
43,2024-02-02,35
43,2024-03-24,52
43,2024-01-16,88
43,2024-02-03,75
43,2024-03-06,67
43,2024-04-08,43
44,2024-04-26,55
44,2024-03-12,116
44,2024-03-02,51
44,2024-02-04,77
44,2024-01-19,112
44,2024-01-30,80
44,2024-03-18,32
44,2024-03-24,71
44,2024-04-22,48
44,2024-01-25,102
44,2024-02-09,57
44,2024-03-28,113
44,2024-01-14,74
45,2024-03-18,59
45,2024-03-03,38
45,2024-03-13,93
45,2024-04-28,62
45,2024-04-30,81
45,2024-01-19,118
45,2024-02-16,43
45,2024-04-25,104
45,2024-01-14,82
45,2024-04-29,88
45,2024-02-07,107
45,2024-02-22,70
45,2024-03-01,97
45,2024-02-05,97
45,2024-02-09,37
45,2024-03-21,31
46,2024-04-19,50
46,2024-03-26,98
46,2024-02-10,77
46,2024-04-29,49
46,2024-02-24,96
46,2024-01-16,73
46,2024-04-02,62
46,2024-03-02,102
46,2024-04-22,90
46,2024-02-17,38
46,2024-01-30,97
46,2024-01-12,64
46,2024-02-04,110
46,2024-01-11,117
46,2024-03-04,94
46,2024-04-19,37
46,2024-02-19,74
46,2024-03-25,116
47,2024-02-09,57
47,2024-03-16,33
47,2024-02-23,51
47,2024-03-16,105
47,2024-02-15,74
47,2024-02-16,96
47,2024-01-15,115
47,2024-04-14,95
47,2024-01-19,117
47,2024-01-26,63
47,2024-02-21,84
47,2024-04-02,30
47,2024-01-22,101
47,2024-04-13,116
47,2024-01-21,67
47,2024-02-20,35
47,2024-02-07,115
47,2024-01-20,54
47,2024-04-30,111
47,2024-01-29,46
47,2024-02-20,90
47,2024-01-04,41
47,2024-02-24,35
47,2024-03-11,119
48,2024-01-08,83
48,2024-03-23,38
48,2024-04-15,117
48,2024-03-05,66
48,2024-02-26,78
48,2024-04-02,70
48,2024-04-18,46
48,2024-04-22,117
48,2024-04-08,50
48,2024-02-09,80
48,2024-01-14,88
48,2024-02-04,68
48,2024-02-17,84
48,2024-04-18,70
48,2024-03-24,68
48,2024-02-25,42
48,2024-02-18,93
48,2024-01-13,40
48,2024-03-01,48
48,2024-04-11,40
48,2024-02-18,106
48,2024-02-15,75
48,2024-04-22,74
48,2024-03-02,30
48,2024-01-08,69
48,2024-02-12,48
48,2024-01-20,105
48,2024-04-06,101
48,2024-03-30,101
48,2024-02-08,90
48,2024-03-25,41
48,2024-04-26,90
48,2024-02-18,62
48,2024-03-04,74
48,2024-03-02,119
48,2024-04-15,98
49,2024-01-25,65
49,2024-03-31,111
49,2024-02-15,48
49,2024-03-27,57
49,2024-01-30,69
49,2024-04-18,113
49,2024-02-16,105
49,2024-03-27,44
49,2024-02-18,70
49,2024-02-16,68
49,2024-03-24,31
49,2024-03-22,92
49,2024-01-18,58
49,2024-03-06,103
49,2024-03-08,95
49,2024-04-03,80
49,2024-02-02,104
50,2024-01-10,110
50,2024-01-14,70
50,2024-03-22,41
50,2024-02-20,64
50,2024-04-27,94
50,2024-03-13,84
50,2024-04-30,74
50,2024-02-08,108
50,2024-01-28,119
50,2024-01-03,114
50,2024-03-24,91
50,2024-03-10,78
50,2024-01-27,54
50,2024-04-26,52
50,2024-01-02,53
50,2024-04-02,67
50,2024-02-07,57
50,2024-01-03,50
50,2024-01-16,83
50,2024-04-03,47
50,2024-02-09,65
50,2024-01-02,74
51,2024-03-13,66
51,2024-02-22,85
51,2024-04-11,94
51,2024-01-30,94
51,2024-02-29,76
51,2024-04-17,49
51,2024-04-07,48
51,2024-02-01,58
51,2024-03-07,103
51,2024-03-07,89
51,2024-01-28,47
51,2024-02-13,64
51,2024-03-19,72
51,2024-02-10,40
51,2024-03-03,78
51,2024-01-23,67
51,2024-04-13,93
51,2024-03-15,98
51,2024-02-17,37
51,2024-02-01,63
51,2024-02-26,77
51,2024-04-27,85
51,2024-04-09,105
51,2024-02-02,94
51,2024-01-24,60
51,2024-02-08,33
51,2024-02-03,79
51,2024-02-25,98
51,2024-01-28,59
51,2024-02-06,117
51,2024-01-07,88
51,2024-03-08,96
52,2024-02-14,71
52,2024-01-04,64
52,2024-01-26,116
52,2024-01-27,35
52,2024-02-15,97
52,2024-04-27,47
52,2024-04-16,102
52,2024-03-04,58
52,2024-03-31,106
52,2024-04-15,88
52,2024-02-20,76
52,2024-02-19,46
52,2024-01-06,51
52,2024-02-28,97
52,2024-01-15,98
52,2024-04-26,66
52,2024-01-30,78
52,2024-02-11,42
52,2024-04-10,63
52,2024-02-06,115
53,2024-03-27,111
53,2024-02-20,115
53,2024-01-03,53
53,2024-02-11,48
53,2024-04-07,66
53,2024-02-01,114
53,2024-04-18,37
53,2024-02-20,57
53,2024-04-22,34
53,2024-03-25,46
53,2024-02-15,65
53,2024-04-17,48
53,2024-01-21,93
53,2024-02-13,40
53,2024-01-11,83
53,2024-04-12,74
53,2024-03-08,76
53,2024-04-24,41
53,2024-01-01,50
53,2024-04-01,40
53,2024-03-03,34
53,2024-01-24,110
53,2024-04-08,85
53,2024-01-13,49
53,2024-04-20,70
53,2024-04-07,75
53,2024-01-11,41
53,2024-04-09,99
53,2024-02-20,46
53,2024-01-17,48
54,2024-02-17,77
54,2024-04-17,102
54,2024-04-17,101
54,2024-02-21,74
54,2024-04-05,110
54,2024-03-10,110
54,2024-02-24,101
54,2024-04-09,48
54,2024-04-11,92
